esrb_game_id,title,esrb,developer,publisher,release_date,source
643,Close to the Sun,M,,,,kaggle:imohtn/video-games-rating-by-esrb
644,Samurai Shodown,M,,,,kaggle:imohtn/video-games-rating-by-esrb
645,Bubsy: Paws On Fire!,E,,,,kaggle:imohtn/video-games-rating-by-esrb
646,GIGA WRECKER ALT,T,,,,kaggle:imohtn/video-games-rating-by-esrb
647,QUAR: INFERNAL MACHINES,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
648,UglyDolls Imperfect Adventure,E,,,,kaggle:imohtn/video-games-rating-by-esrb
649,Destiny: Le Roi Des Corrompus,T,,,,kaggle:imohtn/video-games-rating-by-esrb
650,Destiny,T,,,,kaggle:imohtn/video-games-rating-by-esrb
651,Destiny: The Taken King,T,,,,kaggle:imohtn/video-games-rating-by-esrb
652,Destiny 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
653,Mortal Kombat 11,M,,,,kaggle:imohtn/video-games-rating-by-esrb
654,RAD,T,,,,kaggle:imohtn/video-games-rating-by-esrb
655,Dragon Quest Builders 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
656,Ghost Giant,E,,,,kaggle:imohtn/video-games-rating-by-esrb
657,World War Z,M,,,,kaggle:imohtn/video-games-rating-by-esrb
658,The Sims™ 4 Spa Day,T,,,,kaggle:imohtn/video-games-rating-by-esrb
659,Days Gone,M,,,,kaggle:imohtn/video-games-rating-by-esrb
660,Decay of Logos,T,,,,kaggle:imohtn/video-games-rating-by-esrb
661,My Time at Portia,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
662,World of Warships Legends ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
663,Crash™ Team Racing Nitro-Fueled,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
664,Kotodama: The 7 Mysteries of Fujisawa,T,,,,kaggle:imohtn/video-games-rating-by-esrb
665,Blood & Truth,M,,,,kaggle:imohtn/video-games-rating-by-esrb
666,Dangerous Driving,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
667,Bomb Chicken,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
668,Game Tengoku CruisinMix Special,T,,,,kaggle:imohtn/video-games-rating-by-esrb
669,Pix the Cat,E,,,,kaggle:imohtn/video-games-rating-by-esrb
670,Arcade Archives OMEGA FIGHTER,E,,,,kaggle:imohtn/video-games-rating-by-esrb
671,The Bard's Tale: Remastered and Resnarkled,T,,,,kaggle:imohtn/video-games-rating-by-esrb
672,Atelier Lulua ~The Scion of Arland~,T,,,,kaggle:imohtn/video-games-rating-by-esrb
673,Airport Simulator 2019,E,,,,kaggle:imohtn/video-games-rating-by-esrb
674,Dracula's Legacy,T,,,,kaggle:imohtn/video-games-rating-by-esrb
675,Castlevania Anniversary Collection,T,,,,kaggle:imohtn/video-games-rating-by-esrb
676,Sword & Fairy 6,T,,,,kaggle:imohtn/video-games-rating-by-esrb
677,Rogue Legacy,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
678,RAGE 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
679,The Legend of Heroes: Trails of Cold Steel II,T,,,,kaggle:imohtn/video-games-rating-by-esrb
680,SEGA® Genesis Classics,T,,,,kaggle:imohtn/video-games-rating-by-esrb
681,Spelunky,T,,,,kaggle:imohtn/video-games-rating-by-esrb
682,Super Comboman: Smash Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
683,Tharsis,M,,,,kaggle:imohtn/video-games-rating-by-esrb
684,Prison Boss VR,T,,,,kaggle:imohtn/video-games-rating-by-esrb
685,DISSIDIA FINAL FANTASY NT Standard Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
686,Our World is Ended,M,,,,kaggle:imohtn/video-games-rating-by-esrb
687,S.O.N,M,,,,kaggle:imohtn/video-games-rating-by-esrb
688,Seven: The Days Long Gone,M,,,,kaggle:imohtn/video-games-rating-by-esrb
689,Trüberbrook,T,,,,kaggle:imohtn/video-games-rating-by-esrb
690,Xenon Racer,E,,,,kaggle:imohtn/video-games-rating-by-esrb
691,Mercenaries Wings: The False Phoenix,T,,,,kaggle:imohtn/video-games-rating-by-esrb
692,Duck Game,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
693,INFERNO CLIMBER: REBORN,T,,,,kaggle:imohtn/video-games-rating-by-esrb
694,Dark Devotion,M,,,,kaggle:imohtn/video-games-rating-by-esrb
695,Skyworld,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
696,The Princess Guide,T,,,,kaggle:imohtn/video-games-rating-by-esrb
697,"Warhammer 40,000: Space Wolf",M,,,,kaggle:imohtn/video-games-rating-by-esrb
698,Five Nights at Freddy's VR: Help Wanted,T,,,,kaggle:imohtn/video-games-rating-by-esrb
699,ACA NEOGEO BASEBALL STARS 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
700,Borderlands Game of the Year,M,,,,kaggle:imohtn/video-games-rating-by-esrb
701,MLB The Show 19,E,,,,kaggle:imohtn/video-games-rating-by-esrb
702,SNK 40th Anniversary Collection,T,,,,kaggle:imohtn/video-games-rating-by-esrb
703,The Messenger,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
704,War Theatre,T,,,,kaggle:imohtn/video-games-rating-by-esrb
705,Zanki Zero: Last Beginning,M,,,,kaggle:imohtn/video-games-rating-by-esrb
706,Catherine: Full Body,M,,,,kaggle:imohtn/video-games-rating-by-esrb
707,Freedom Planet,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
708,A Plague Tale : Innocence,M,,,,kaggle:imohtn/video-games-rating-by-esrb
709,AI: The Somnium Files,M,,,,kaggle:imohtn/video-games-rating-by-esrb
710,RICO,M,,,,kaggle:imohtn/video-games-rating-by-esrb
711,ACA NEOGEO THE KING OF FIGHTERS 2001,T,,,,kaggle:imohtn/video-games-rating-by-esrb
712,Ghost of a Tale,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
713,The Caligula Effect: Overdose,M,,,,kaggle:imohtn/video-games-rating-by-esrb
714,The Sims™ 4 Bowling Night Stuff,T,,,,kaggle:imohtn/video-games-rating-by-esrb
715,The Sims™ 4 Fitness Stuff,T,,,,kaggle:imohtn/video-games-rating-by-esrb
716,Among the Sleep - Enhanced Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
717,Downwell,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
718,Attack of the Earthlings,T,,,,kaggle:imohtn/video-games-rating-by-esrb
719,Killing Floor: Incursion ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
720,Your Toy,T,,,,kaggle:imohtn/video-games-rating-by-esrb
721,Assassin's Creed III Remastered ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
722,Super Neptunia RPG,T,,,,kaggle:imohtn/video-games-rating-by-esrb
723,Chronus Arc,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
724,Shakedown: Hawaii,T,,,,kaggle:imohtn/video-games-rating-by-esrb
725,Super Mutant Alien Assault,T,,,,kaggle:imohtn/video-games-rating-by-esrb
726,The House in Fata Morgana,M,,,,kaggle:imohtn/video-games-rating-by-esrb
727,Blazing Chrome,T,,,,kaggle:imohtn/video-games-rating-by-esrb
728,Arcade Archives HEROIC EPISODE,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
729,DiRT Rally 2.0,E,,,,kaggle:imohtn/video-games-rating-by-esrb
730,Dollhouse,M,,,,kaggle:imohtn/video-games-rating-by-esrb
731,Generation Zero,T,,,,kaggle:imohtn/video-games-rating-by-esrb
732,MX vs ATV All Out Anniversary Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
733,RPG Maker MV,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
734,Stellaris: Console Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
735,The LEGO Movie 2 Videogame,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
736,Anthem,T,,,,kaggle:imohtn/video-games-rating-by-esrb
737,Metro Exodus,M,,,,kaggle:imohtn/video-games-rating-by-esrb
738,UnExplored,T,,,,kaggle:imohtn/video-games-rating-by-esrb
739,HackyZack,E,,,,kaggle:imohtn/video-games-rating-by-esrb
740,Hell Warders,T,,,,kaggle:imohtn/video-games-rating-by-esrb
741,Rym 9000,E,,,,kaggle:imohtn/video-games-rating-by-esrb
742,DreamWorks Dragons Dawn of New Riders,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
743,The Sims™ 4 Movie Hangout Stuff,T,,,,kaggle:imohtn/video-games-rating-by-esrb
744,American Ninja Warrior: Challenge ,E,,,,kaggle:imohtn/video-games-rating-by-esrb
745,Code: Realize ~Wintertide Miracles~,T,,,,kaggle:imohtn/video-games-rating-by-esrb
746,Project LUX,T,,,,kaggle:imohtn/video-games-rating-by-esrb
747,Judgment,M,,,,kaggle:imohtn/video-games-rating-by-esrb
748,8-Bit Invaders!,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
749,Bomber Crew: Complete Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
750,Death end re;Quest,M,,,,kaggle:imohtn/video-games-rating-by-esrb
751,Hyper Jam,T,,,,kaggle:imohtn/video-games-rating-by-esrb
752,Evoland Legendary Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
753,ToeJam and Earl: Back in the Groove,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
754,Glass Masquerade,E,,,,kaggle:imohtn/video-games-rating-by-esrb
755,Pipe Push Paradise ,E,,,,kaggle:imohtn/video-games-rating-by-esrb
756,Apex Legends,T,,,,kaggle:imohtn/video-games-rating-by-esrb
757,Descent ,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
758,Jak & Daxter The Precursor Legacy,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
759,Jak II,T,,,,kaggle:imohtn/video-games-rating-by-esrb
760,Rage Room,T,,,,kaggle:imohtn/video-games-rating-by-esrb
761,ToeJam & Earl: Back in the Groove!,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
762,UPPERS,M,,,,kaggle:imohtn/video-games-rating-by-esrb
763,Lapis x Labyrinth,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
764,Life is Strange 2 Episode 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
765,Bloodstained:  Ritual of the Night,T,,,,kaggle:imohtn/video-games-rating-by-esrb
766,Wargroove,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
767,Redeemer: Enhanced Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
768,RemiLore: Lost Girl in the Lands of Lore,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
769,Dragon Fantasy: Volumes of Westeria,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
770,At Sundown,T,,,,kaggle:imohtn/video-games-rating-by-esrb
771,Double Switch – 25th Anniversary Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
772,Neonwall,E,,,,kaggle:imohtn/video-games-rating-by-esrb
773,Jak X: Combat Racing,T,,,,kaggle:imohtn/video-games-rating-by-esrb
774,Jak 3,T,,,,kaggle:imohtn/video-games-rating-by-esrb
775,Far Cry New Dawn,M,,,,kaggle:imohtn/video-games-rating-by-esrb
776,ACA NEOGEO THE KING OF FIGHTERS '99,T,,,,kaggle:imohtn/video-games-rating-by-esrb
777,R.B.I. Baseball 19,E,,,,kaggle:imohtn/video-games-rating-by-esrb
778,YIIK: A Postmodern RPG,M,,,,kaggle:imohtn/video-games-rating-by-esrb
779,The Sims™ 4 Get Famous,T,,,,kaggle:imohtn/video-games-rating-by-esrb
780,A-Train Express,E,,,,kaggle:imohtn/video-games-rating-by-esrb
781,Space Junkies ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
782,The Legend of Heroes: Trails of Cold Steel ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
783,Lichtspeer,T,,,,kaggle:imohtn/video-games-rating-by-esrb
784,Mantis Burn Racing,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
785,Legendary Eleven,E,,,,kaggle:imohtn/video-games-rating-by-esrb
786,Devil May Cry 5,M,,,,kaggle:imohtn/video-games-rating-by-esrb
787,Dust: An Elysian Tail,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
788,Forgotton Anne,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
789,HUE,E,,,,kaggle:imohtn/video-games-rating-by-esrb
790,Lumines Remastered,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
791,Tetris Effect,E,,,,kaggle:imohtn/video-games-rating-by-esrb
792,Tom Clancy's The Division 2 ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
793,Sekiro™: Shadows Die Twice,M,,,,kaggle:imohtn/video-games-rating-by-esrb
794,World of Tanks,T,,,,kaggle:imohtn/video-games-rating-by-esrb
795,Serious Sam Collection,M,,,,kaggle:imohtn/video-games-rating-by-esrb
796,Sundered: Eldritch Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
797,VR Apocalypse,T,,,,kaggle:imohtn/video-games-rating-by-esrb
798,DEAD OR ALIVE 6,M,,,,kaggle:imohtn/video-games-rating-by-esrb
799,JUMP FORCE,T,,,,kaggle:imohtn/video-games-rating-by-esrb
800,Grim Fandango Remastered,T,,,,kaggle:imohtn/video-games-rating-by-esrb
801,forma.8,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
802,Rain World ,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
803,The Grand Tour Game,T,,,,kaggle:imohtn/video-games-rating-by-esrb
804,Tropico 6 ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
805,Life of Pixel,E,,,,kaggle:imohtn/video-games-rating-by-esrb
806,Dragonfly Chronicles,T,,,,kaggle:imohtn/video-games-rating-by-esrb
807,Realm Royale,T,,,,kaggle:imohtn/video-games-rating-by-esrb
808,Warbot,T,,,,kaggle:imohtn/video-games-rating-by-esrb
809,Hello Neighbor: Hide and Seek,T,,,,kaggle:imohtn/video-games-rating-by-esrb
810,The Last Remnant Remastered,M,,,,kaggle:imohtn/video-games-rating-by-esrb
811,Monster Energy Supercross - The Official Videogame 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
812,Arca's Path,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
813,Override: Mech City Brawl,T,,,,kaggle:imohtn/video-games-rating-by-esrb
814,Smash Hit Plunder,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
815,The Sims™ 4 Jungle Adventure,T,,,,kaggle:imohtn/video-games-rating-by-esrb
816,Hellblade: Senua's Sacrifice,M,,,,kaggle:imohtn/video-games-rating-by-esrb
817,Resident Evil 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
818,SENRAN KAGURA Burst Re:Newal,M,,,,kaggle:imohtn/video-games-rating-by-esrb
819,Persona 3: Dancing in Moonlight,T,,,,kaggle:imohtn/video-games-rating-by-esrb
820,Persona 4: Dancing All Night,T,,,,kaggle:imohtn/video-games-rating-by-esrb
821,Persona 5: Dancing in Starlight,T,,,,kaggle:imohtn/video-games-rating-by-esrb
822,Alone With You,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
823,Axis Football 2018,E,,,,kaggle:imohtn/video-games-rating-by-esrb
824,Farming Simulator 19,E,,,,kaggle:imohtn/video-games-rating-by-esrb
825,My Little Riding Champion,E,,,,kaggle:imohtn/video-games-rating-by-esrb
826,Rival Megagun,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
827,The Council,M,,,,kaggle:imohtn/video-games-rating-by-esrb
828,Space Pirate Trainer,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
829,Gnomes Garden New Home,E,,,,kaggle:imohtn/video-games-rating-by-esrb
830,Darksiders 3,M,,,,kaggle:imohtn/video-games-rating-by-esrb
831,Floor Kids,E,,,,kaggle:imohtn/video-games-rating-by-esrb
832,Psyvariar Delta,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
833,Nelke & the Legendary Alchemists: Ateliers of the New World,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
834,DEADBOLT,T,,,,kaggle:imohtn/video-games-rating-by-esrb
835,DON'T EVEN THINK,T,,,,kaggle:imohtn/video-games-rating-by-esrb
836,Subnautica,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
837,TOKI,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
838,NieR: Automata Game of the YoRHa Edition,M,,,,kaggle:imohtn/video-games-rating-by-esrb
839,GOD EATER 3,T,,,,kaggle:imohtn/video-games-rating-by-esrb
840,Trials Rising,T,,,,kaggle:imohtn/video-games-rating-by-esrb
841,A Hole New World,T,,,,kaggle:imohtn/video-games-rating-by-esrb
842,Achtung! Cthulhu Tactics,T,,,,kaggle:imohtn/video-games-rating-by-esrb
843,Boxing Apocalypse,T,,,,kaggle:imohtn/video-games-rating-by-esrb
844,Mecho Wars: Desert Ashes,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
845,Wreckfest,T,,,,kaggle:imohtn/video-games-rating-by-esrb
846,Super Meat Boy,T,,,,kaggle:imohtn/video-games-rating-by-esrb
847,Distrust,T,,,,kaggle:imohtn/video-games-rating-by-esrb
848,Another World - 20th Anniversary Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
849,Serial Cleaner,M,,,,kaggle:imohtn/video-games-rating-by-esrb
850,Just Deal With It!,T,,,,kaggle:imohtn/video-games-rating-by-esrb
851,Wordhunters,E,,,,kaggle:imohtn/video-games-rating-by-esrb
852,Youtubers Life,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
853,HITMAN 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
854,MINIT,E,,,,kaggle:imohtn/video-games-rating-by-esrb
855,PLAYERUNKNOWN'S BATTLEGROUNDS,T,,,,kaggle:imohtn/video-games-rating-by-esrb
856,Team Sonic Racing,E,,,,kaggle:imohtn/video-games-rating-by-esrb
857,The Sims™ 4 Seasons,T,,,,kaggle:imohtn/video-games-rating-by-esrb
858,Ticket to Ride,E,,,,kaggle:imohtn/video-games-rating-by-esrb
859,Headlander,T,,,,kaggle:imohtn/video-games-rating-by-esrb
860,STEINS;GATE ELITE,M,,,,kaggle:imohtn/video-games-rating-by-esrb
861,Kingdom Hearts 3,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
862,The Liar Princess and the Blind Prince,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
863,Stikbold!,E,,,,kaggle:imohtn/video-games-rating-by-esrb
864,Timber Tennis Versus,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
865,Battle Chef Brigade Deluxe,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
866,Steel Rats,T,,,,kaggle:imohtn/video-games-rating-by-esrb
867,The Quiet Man,M,,,,kaggle:imohtn/video-games-rating-by-esrb
868,NEKOPARA Vol.1,M,,,,kaggle:imohtn/video-games-rating-by-esrb
869,Omen of Sorrow,T,,,,kaggle:imohtn/video-games-rating-by-esrb
870,Road Redemption,M,,,,kaggle:imohtn/video-games-rating-by-esrb
871,SYREN,M,,,,kaggle:imohtn/video-games-rating-by-esrb
872,The Forest,M,,,,kaggle:imohtn/video-games-rating-by-esrb
873,THE SHAPESHIFTING DETECTIVE,T,,,,kaggle:imohtn/video-games-rating-by-esrb
874,Siralim 2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
875,Voyage of the Dead,M,,,,kaggle:imohtn/video-games-rating-by-esrb
876,WILL: A Wonderful World,M,,,,kaggle:imohtn/video-games-rating-by-esrb
877,Borderlands 2 VR,M,,,,kaggle:imohtn/video-games-rating-by-esrb
878,Left Alive,M,,,,kaggle:imohtn/video-games-rating-by-esrb
879,OVERKILL'S The Walking Dead,M,,,,kaggle:imohtn/video-games-rating-by-esrb
880,Pro Fishing Simulator,E,,,,kaggle:imohtn/video-games-rating-by-esrb
881,Super Pixel Racers ,E,,,,kaggle:imohtn/video-games-rating-by-esrb
882,Carnival Games,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
883,Death Mark,M,,,,kaggle:imohtn/video-games-rating-by-esrb
884,Fate/EXTELLA LINK,T,,,,kaggle:imohtn/video-games-rating-by-esrb
885,Monstrum,M,,,,kaggle:imohtn/video-games-rating-by-esrb
886,Gnomes Garden 2,E,,,,kaggle:imohtn/video-games-rating-by-esrb
887,Call of Cthulhu,M,,,,kaggle:imohtn/video-games-rating-by-esrb
888,Dream Daddy: A Dad Dating Simulator,T,,,,kaggle:imohtn/video-games-rating-by-esrb
889,One Piece World Seeker,T,,,,kaggle:imohtn/video-games-rating-by-esrb
890,Chicken Range,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
891,Dragon Sinker: Descendants of Legend,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
892,Red Dead Redemption 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
893,Song Of Memories,M,,,,kaggle:imohtn/video-games-rating-by-esrb
894,BugsBox VR,E,,,,kaggle:imohtn/video-games-rating-by-esrb
895,Skyhill,M,,,,kaggle:imohtn/video-games-rating-by-esrb
896,8 To Glory,E,,,,kaggle:imohtn/video-games-rating-by-esrb
897,Crayola Scoot,E,,,,kaggle:imohtn/video-games-rating-by-esrb
898,Neverout,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
899,Halloween Forever,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
900,PAW Patrol: On A Roll!,E,,,,kaggle:imohtn/video-games-rating-by-esrb
901,Project Highrise - Architect's Edition,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
902,Fade to Silence,M,,,,kaggle:imohtn/video-games-rating-by-esrb
903,Battlefield V,M,,,,kaggle:imohtn/video-games-rating-by-esrb
904,PIPE,E,,,,kaggle:imohtn/video-games-rating-by-esrb
905,SINNER: Sacrifice for Redemption,M,,,,kaggle:imohtn/video-games-rating-by-esrb
906,RIOT - Civil Unrest,M,,,,kaggle:imohtn/video-games-rating-by-esrb
907,Fast Striker,E,,,,kaggle:imohtn/video-games-rating-by-esrb
908,LEGO DC Super-Villains,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
909,Spike Volleyball,E,,,,kaggle:imohtn/video-games-rating-by-esrb
910,theHunter: Call of the Wild - 2019 Edition,T,,,,kaggle:imohtn/video-games-rating-by-esrb
911,RIDE 3,E,,,,kaggle:imohtn/video-games-rating-by-esrb
912,Bendy and the Ink Machine ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
913,Outward,M,,,,kaggle:imohtn/video-games-rating-by-esrb
914,Beat Saber,E,,,,kaggle:imohtn/video-games-rating-by-esrb
915,Deracine,T,,,,kaggle:imohtn/video-games-rating-by-esrb
916,Disgaea 1 Complete,T,,,,kaggle:imohtn/video-games-rating-by-esrb
917,Evasion,T,,,,kaggle:imohtn/video-games-rating-by-esrb
918,My Memory of Us,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
919,The Occupation,T,,,,kaggle:imohtn/video-games-rating-by-esrb
920,GUNGRAVE VR U.N,T,,,,kaggle:imohtn/video-games-rating-by-esrb
921,Just Cause 4,M,,,,kaggle:imohtn/video-games-rating-by-esrb
922,THE MIDNIGHT SANCTUARY,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
923,My Riding Stables - Life with Horses,E,,,,kaggle:imohtn/video-games-rating-by-esrb
924,The Sims™ 4 Spooky Stuff,T,,,,kaggle:imohtn/video-games-rating-by-esrb
925,Late Shift,M,,,,kaggle:imohtn/video-games-rating-by-esrb
926,Nickelodeon Kart Racers,E,,,,kaggle:imohtn/video-games-rating-by-esrb
927,Spintires: MudRunner - American Wilds Edition,E,,,,kaggle:imohtn/video-games-rating-by-esrb
928,The Golf Club 2019 Featuring the PGA Tour,E,,,,kaggle:imohtn/video-games-rating-by-esrb
929,PixARK,T,,,,kaggle:imohtn/video-games-rating-by-esrb
930,Salt & Sanctuary,M,,,,kaggle:imohtn/video-games-rating-by-esrb
931,GUNGRAVE VR,T,,,,kaggle:imohtn/video-games-rating-by-esrb
932,Catastronauts,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
933,FIFA 19,E,,,,kaggle:imohtn/video-games-rating-by-esrb
934,Air Missions: Hind,T,,,,kaggle:imohtn/video-games-rating-by-esrb
935,DARK ECLIPSE,T,,,,kaggle:imohtn/video-games-rating-by-esrb
936,Life is Strange 2: Episode 1,M,,,,kaggle:imohtn/video-games-rating-by-esrb
937,Revenant Dogma,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
938,Air Missions: HIND,T,,,,kaggle:imohtn/video-games-rating-by-esrb
939,Cryptract,T,,,,kaggle:imohtn/video-games-rating-by-esrb
940,Hollow Knight,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
941,London Detective Mysteria,M,,,,kaggle:imohtn/video-games-rating-by-esrb
942,PitterPot,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
943,Smoke and Sacrifice,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
944,Space Hulk: Tactics,M,,,,kaggle:imohtn/video-games-rating-by-esrb
945,The Council - Episode 4 - Burning Bridges,M,,,,kaggle:imohtn/video-games-rating-by-esrb
946,Think of the Children ,T,,,,kaggle:imohtn/video-games-rating-by-esrb
947,Castlevania Requiem: Symphony of the Night & Rondo of Blood,T,,,,kaggle:imohtn/video-games-rating-by-esrb
948,The Door,M,,,,kaggle:imohtn/video-games-rating-by-esrb
949,The Gardens Between,E,,,,kaggle:imohtn/video-games-rating-by-esrb
950,Heavy Fire: Red Shadow,T,,,,kaggle:imohtn/video-games-rating-by-esrb
951,Home Sweet Home,M,,,,kaggle:imohtn/video-games-rating-by-esrb
952,Anodyne,M,,,,kaggle:imohtn/video-games-rating-by-esrb
953,Astro Bot Rescue Mission,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
954,Capcom Beat 'em Up Bundle,T,,,,kaggle:imohtn/video-games-rating-by-esrb
955,Downward Spiral: Horus Station,T,,,,kaggle:imohtn/video-games-rating-by-esrb
956,Honor and Duty: D-Day,T,,,,kaggle:imohtn/video-games-rating-by-esrb
957,Hover,E,,,,kaggle:imohtn/video-games-rating-by-esrb
958,Jagged Alliance: Rage!,M,,,,kaggle:imohtn/video-games-rating-by-esrb
959,RGX: Showdown,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
960,Speed Brawl,T,,,,kaggle:imohtn/video-games-rating-by-esrb
961,This Is the Police 2,M,,,,kaggle:imohtn/video-games-rating-by-esrb
962,Transference ,M,,,,kaggle:imohtn/video-games-rating-by-esrb
963,Unearthing Mars2,T,,,,kaggle:imohtn/video-games-rating-by-esrb
964,The First Tree,E,,,,kaggle:imohtn/video-games-rating-by-esrb
965,Astérix & Obélix XXL 2,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
966,NHL 19,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
967,Razed,E,,,,kaggle:imohtn/video-games-rating-by-esrb
968,Marble Duel,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
969,ACA NEOGEO AGGRESSORS OF DARK KOMBAT,T,,,,kaggle:imohtn/video-games-rating-by-esrb
970,Construction Simulator 2 Console Edition,E,,,,kaggle:imohtn/video-games-rating-by-esrb
971,Fossil Hunters,E,,,,kaggle:imohtn/video-games-rating-by-esrb
972,Boundless,ET,,,,kaggle:imohtn/video-games-rating-by-esrb
973,Dakar 18,E,,,,kaggle:imohtn/video-games-rating-by-esrb
974,Nefarious,T,,,,kaggle:imohtn/video-games-rating-by-esrb
975,Super Street:The Game,T,,,,kaggle:imohtn/video-games-rating-by-esrb
976,The Sims™ 4 Get Together,T,,,,kaggle:imohtn/video-games-rating-by-esrb
977,Valkyria Chronicles 4,T,,,,kaggle:imohtn/video-games-rating-by-esrb
978,Dead Age,M,,,,kaggle:imohtn/video-games-rating-by-esrb
979,FINAL FANTASY XV POCKET EDITION HD,T,,,,kaggle:imohtn/video-games-rating-by-esrb
